"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","time"
"11","@OliverEscobar and thanks for the comments and ideas Oliver - excellent to meet you and engage on all this #psa14",FALSE,0,"OliverEscobar",2014-04-16 19:37:51,FALSE,"456388534363234304","456516842614308864","164706541","web","drjohnparkinson",0,FALSE,FALSE,NA,NA,2014-04-16 19:37:51
"12","Back from #psa14 great seeing @MartaCuanti @ThePurlyQueen @PoliBlogManc @FrancescaGains @RickWhitaker and irrepressible @srjeffares",FALSE,1,NA,2014-04-16 19:11:17,FALSE,NA,"456510158328176642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nebulon82",1,FALSE,FALSE,NA,NA,2014-04-16 19:11:17
"13","#psa14
A great venue  !  Art nouveau and then
Ford Maddox  Brown at the town hall. More art and politics please! http://t.co/7rHkwEBlAg",FALSE,0,NA,2014-04-16 18:58:46,FALSE,NA,"456507006313316352",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","RosWade1",1,FALSE,FALSE,NA,NA,2014-04-16 18:58:46
"14","RT @cprightsproject: Excellent panels today @ #psa14 organised by the Conservatives and Conservatism group @AndrewCrines @GDSGee @PeteRedfo…",FALSE,0,NA,2014-04-16 18:37:45,FALSE,NA,"456501717375262720",NA,"web","PeteRedford",3,TRUE,FALSE,NA,NA,2014-04-16 18:37:45
"15","RT @GoodwinMJ: Shami Chakrabarti opens #psa14 dinner: The Sun said I was most dangerous person in Britain which shows you Britain is a very…",FALSE,0,NA,2014-04-16 18:37:44,FALSE,NA,"456501713801707520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverEscobar",7,TRUE,FALSE,NA,NA,2014-04-16 18:37:44
"16","RT @PSAEnvironment: What a day! Three packed panel sessions on #environmental #politics exploring #fracking, the state, &amp; civil society #ps…",FALSE,0,NA,2014-04-16 18:36:51,FALSE,NA,"456501489377497088",NA,"web","drcdeath",4,TRUE,FALSE,NA,NA,2014-04-16 18:36:51
"17","RT @_Paul_Tobin_: So pleased with today's #environmental #politics panels #psa14. And such useful &amp; positive feedback! Thanks @PolStudiesAs…",FALSE,0,NA,2014-04-16 18:36:38,FALSE,NA,"456501435375837184",NA,"web","drcdeath",1,TRUE,FALSE,NA,NA,2014-04-16 18:36:38
"18","RT @shephard_mark: At launch of #psa14 beyond ycc young people &amp; politics. Some great policy ideas to increase participation:) http://t.co/…",FALSE,0,NA,2014-04-16 18:36:29,FALSE,NA,"456501399874842626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverEscobar",2,TRUE,FALSE,NA,NA,2014-04-16 18:36:29
"19","RT @PolStudiesAssoc: BS: We have a policy of slow death, the elderly and the poor are finding it harder to survive #psa14",FALSE,0,NA,2014-04-16 18:35:54,FALSE,NA,"456501249722945536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverEscobar",2,TRUE,FALSE,NA,NA,2014-04-16 18:35:54
"20","RT @PolStudiesAssoc: BS ends w quote from  W. Buffet: 'There's class warfare, but it's my class, the rich class, that's making war, and we'…",FALSE,0,NA,2014-04-16 18:35:52,FALSE,NA,"456501242450042880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverEscobar",2,TRUE,FALSE,NA,NA,2014-04-16 18:35:52
"21","@jsswgh thanks for your work Jess! Much appreciated. #psa14",FALSE,0,"jsswgh",2014-04-16 18:33:56,FALSE,"456491824564436992","456500758108979200","16951743","web","drcdeath",0,FALSE,FALSE,NA,NA,2014-04-16 18:33:56
"22","RT @PolStudiesAssoc: A weary #psa14 delegate taking advantage of the Dinner favour - a free head and neck massage! http://t.co/WeyHRnsZMm",FALSE,0,NA,2014-04-16 18:29:27,FALSE,NA,"456499628943634432",NA,"web","BCeliktemur",2,TRUE,FALSE,NA,NA,2014-04-16 18:29:27
"23","Also got some great research design info and theories for my politics project at #psa14 so tomorrow I will get straight on it!",FALSE,0,NA,2014-04-16 18:03:01,FALSE,NA,"456492976923877376",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","jsswgh",0,FALSE,FALSE,NA,NA,2014-04-16 18:03:01
"24","RT @jsswgh: Enjoyed working at #psa14, esp. environment and the feminism lectures. Hope my directions to the rooms weren't too bad (sorry s…",FALSE,0,NA,2014-04-16 18:02:47,FALSE,NA,"456492919336472576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAEnvironment",1,TRUE,FALSE,NA,NA,2014-04-16 18:02:47
"25","Enjoyed working at #psa14, esp. environment and the feminism lectures. Hope my directions to the rooms weren't too bad (sorry syndicate c!)",FALSE,0,NA,2014-04-16 17:58:26,FALSE,NA,"456491824564436992",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","jsswgh",1,FALSE,FALSE,NA,NA,2014-04-16 17:58:26
"26","RT @alicehague2: Congratulations to my PhD supervisor &amp;  @EdinburghPIR's Elizabeth Bomberg for her @PolStudiesAssoc award. #psa14 @uoessps …",FALSE,0,NA,2014-04-16 17:11:18,FALSE,NA,"456479961587912705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAEnvironment",2,TRUE,FALSE,NA,NA,2014-04-16 17:11:18
"27","RT @cprightsproject: Excellent panels today @ #psa14 organised by the Conservatives and Conservatism group @AndrewCrines @GDSGee @PeteRedfo…",FALSE,0,NA,2014-04-16 17:11:17,FALSE,NA,"456479956969607168",NA,"web","AndrewCrines",3,TRUE,FALSE,NA,NA,2014-04-16 17:11:17
"28","RT @cprightsproject: Excellent panels today @ #psa14 organised by the Conservatives and Conservatism group @AndrewCrines @GDSGee @PeteRedfo…",FALSE,0,NA,2014-04-16 17:10:20,FALSE,NA,"456479717646811137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aremay",3,TRUE,FALSE,NA,NA,2014-04-16 17:10:20
"29","Excellent panels today @ #psa14 organised by the Conservatives and Conservatism group @AndrewCrines @GDSGee @PeteRedford @Aremay",FALSE,0,NA,2014-04-16 17:09:59,FALSE,NA,"456479629646114816",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cprightsproject",3,FALSE,FALSE,NA,NA,2014-04-16 17:09:59
"30","RT @alicehague2: Congratulations to my PhD supervisor &amp;  @EdinburghPIR's Elizabeth Bomberg for her @PolStudiesAssoc award. #psa14 @uoessps …",FALSE,0,NA,2014-04-16 17:07:00,FALSE,NA,"456478878471831554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CairneyPaul",2,TRUE,FALSE,NA,NA,2014-04-16 17:07:00
"31","RT @PSAEnvironment: What a day! Three packed panel sessions on #environmental #politics exploring #fracking, the state, &amp; civil society #ps…",FALSE,0,NA,2014-04-16 16:57:20,FALSE,NA,"456476446479745025",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","frackoff_",4,TRUE,FALSE,NA,NA,2014-04-16 16:57:20
"32","RT @PSAEnvironment: What a day! Three packed panel sessions on #environmental #politics exploring #fracking, the state, &amp; civil society #ps…",FALSE,0,NA,2014-04-16 16:52:11,FALSE,NA,"456475151727476737",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","TheEarthNetwork",4,TRUE,FALSE,NA,NA,2014-04-16 16:52:11
"33","So pleased with today's #environmental #politics panels #psa14. And such useful &amp; positive feedback! Thanks @PolStudiesAssoc!",FALSE,0,NA,2014-04-16 16:47:58,FALSE,NA,"456474091478736896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Paul_Tobin_",1,FALSE,FALSE,NA,NA,2014-04-16 16:47:58
"34","RT @PSAEnvironment: What a day! Three packed panel sessions on #environmental #politics exploring #fracking, the state, &amp; civil society #ps…",FALSE,0,NA,2014-04-16 16:46:44,FALSE,NA,"456473777912573953",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","johnlundin",4,TRUE,FALSE,NA,NA,2014-04-16 16:46:44
"35","What a day! Three packed panel sessions on #environmental #politics exploring #fracking, the state, &amp; civil society #psa14",FALSE,0,NA,2014-04-16 16:46:13,FALSE,NA,"456473647608119296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAEnvironment",4,FALSE,FALSE,NA,NA,2014-04-16 16:46:13
"36","#psa14 = Excellent. Only downside, I never got to talk to @epkaufm about my Orange Order research. Clearly a professor in too high a demand!",FALSE,0,NA,2014-04-16 16:33:42,FALSE,NA,"456470497341890560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrewMcCaldon",0,FALSE,FALSE,"-2.88742491","53.39844586",2014-04-16 16:33:42
"37","RT @GoodwinMJ: Big thanks to @PolStudiesAssoc, @AngeliaWilson89 &amp; Politics at Manchester for hosting a great #psa14 conference",FALSE,0,NA,2014-04-16 16:32:12,FALSE,NA,"456470123147059201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",3,TRUE,FALSE,NA,NA,2014-04-16 16:32:12
"38","RT @PolStudiesAssoc: BS now considering the repeatable template for reality tv shows #psa14",FALSE,0,NA,2014-04-16 16:31:01,FALSE,NA,"456469821807263746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",1,TRUE,FALSE,NA,NA,2014-04-16 16:31:01
"39","Congratulations to my PhD supervisor &amp;  @EdinburghPIR's Elizabeth Bomberg for her @PolStudiesAssoc award. #psa14 @uoessps @UniofEdinburgh",FALSE,2,NA,2014-04-16 16:30:31,FALSE,NA,"456469696938639360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alicehague2",2,FALSE,FALSE,NA,NA,2014-04-16 16:30:31
"40","RT @PolStudiesAssoc: BS: We have a policy of slow death, the elderly and the poor are finding it harder to survive #psa14",FALSE,0,NA,2014-04-16 16:29:12,FALSE,NA,"456469366779830272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",2,TRUE,FALSE,NA,NA,2014-04-16 16:29:12
"41","RT @AndrewCrines: An excellent conference &amp; great papers, especially on the three Conservatives and Conservatism Specialist Group panels ea…",FALSE,0,NA,2014-04-16 16:29:02,FALSE,NA,"456469325269184512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",1,TRUE,FALSE,NA,NA,2014-04-16 16:29:02
"42","RT @PolStudiesAssoc: BS ends w quote from  W. Buffet: 'There's class warfare, but it's my class, the rich class, that's making war, and we'…",FALSE,0,NA,2014-04-16 16:28:54,FALSE,NA,"456469292733976576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",2,TRUE,FALSE,NA,NA,2014-04-16 16:28:54
"43","RT @PolStudiesAssoc: PC is delighted to announce that the new PSA Chair is none other than @PoliticalSpike Matthew Flinders #psa14 #congrats",FALSE,0,NA,2014-04-16 16:25:35,FALSE,NA,"456468456229974016",NA,"web","AndrewCrines",9,TRUE,FALSE,NA,NA,2014-04-16 16:25:35
"44","New issue of Hague Journal on the #RuleofLaw free online: http://t.co/0UQo7RchXo #RoL #ASILILA14  #ecprjs14 #psa14",FALSE,0,NA,2014-04-16 16:20:14,FALSE,NA,"456467108973400065",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EARLAEgypt",0,FALSE,FALSE,NA,NA,2014-04-16 16:20:14
"45","RT @jmrphy: Here's the network structure of all #PSA14 retweets so far: http://t.co/yQr6JrCNXU",FALSE,0,NA,2014-04-16 16:01:44,FALSE,NA,"456462454856249344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Teach_Politics",2,TRUE,FALSE,NA,NA,2014-04-16 16:01:44
"46","RT @jmrphy: Here's the network structure of all #PSA14 retweets so far: http://t.co/yQr6JrCNXU",FALSE,0,NA,2014-04-16 15:43:30,FALSE,NA,"456457864521842690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HEA_Politics",2,TRUE,FALSE,NA,NA,2014-04-16 15:43:30
"47","RT @PSAyoungpol: Ian Wybron @Demos speaking about Generation Citizen #psa14 about importance of new media in engaging young in politics",FALSE,0,NA,2014-04-16 15:42:25,FALSE,NA,"456457594618789888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IanWybron",2,TRUE,FALSE,NA,NA,2014-04-16 15:42:25
"48","Great to hear views of young people on making politics relevant. Vote at 16? 50:50. Unanimous: won't solve the problem on its own  #psa14",FALSE,1,NA,2014-04-16 15:40:48,FALSE,NA,"456457185044619265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IanWybron",0,FALSE,FALSE,NA,NA,2014-04-16 15:40:48
"49","RT @PolStudiesAssoc: Sir Ernest Barker Prize is awarded to Benoit Dillet #psa14",FALSE,0,NA,2014-04-16 15:25:14,FALSE,NA,"456453270102630400",NA,"web","thephilippics",5,TRUE,FALSE,NA,NA,2014-04-16 15:25:14
"50","BS ends w quote from  W. Buffet: 'There's class warfare, but it's my class, the rich class, that's making war, and we're winning. #psa14",FALSE,2,NA,2014-04-16 15:23:38,FALSE,NA,"456452866756997120",NA,"web","PolStudiesAssoc",2,FALSE,FALSE,NA,NA,2014-04-16 15:23:38
"51","RT @AndrewMcCaldon: @livuni's @JonTonge launching the @PolStudiesAssoc publication ""Beyond the Youth Citizenship Commission"" #psa14 http://…",FALSE,0,NA,2014-04-16 15:23:22,FALSE,NA,"456452799979479040",NA,"web","livuniHSS",1,TRUE,FALSE,NA,NA,2014-04-16 15:23:22
"52","An excellent conference &amp; great papers, especially on the three Conservatives and Conservatism Specialist Group panels earlier today! #psa14",FALSE,0,NA,2014-04-16 15:23:18,FALSE,NA,"456452781197373440",NA,"web","AndrewCrines",1,FALSE,FALSE,NA,NA,2014-04-16 15:23:18
"53","RT @merylkenny: Thx to @AngeliaWilson89 for a great #psa14 conference - refreshing to have 2 women keynote speakers &amp; women presenting on n…",FALSE,0,NA,2014-04-16 15:22:11,FALSE,NA,"456452502141947904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","profsarahchilds",1,TRUE,FALSE,NA,NA,2014-04-16 15:22:11
"54","BS: We have a policy of slow death, the elderly and the poor are finding it harder to survive #psa14",FALSE,0,NA,2014-04-16 15:21:13,FALSE,NA,"456452259732135936",NA,"web","PolStudiesAssoc",2,FALSE,FALSE,NA,NA,2014-04-16 15:21:13
"55","Safe journey home to all leaving #psa14 this afternoon. Thanks to all new followers. We welcome proposals for (and responses to!) articles",FALSE,0,NA,2014-04-16 15:12:24,FALSE,NA,"456450040584609792",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","JournalPolitics",0,FALSE,FALSE,NA,NA,2014-04-16 15:12:24
"56","BS: poverty porn produced by poverty pimps - #psa14",FALSE,1,NA,2014-04-16 15:10:54,FALSE,NA,"456449660115501056",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:10:54
"57","Skeggs to any media theorists &lt;waves back&gt;: people don't 'read' representations as such but affectively respond to them  #psa14",FALSE,0,NA,2014-04-16 15:10:44,FALSE,NA,"456449621233893377",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","JoanneKnowlesUK",0,FALSE,FALSE,NA,NA,2014-04-16 15:10:44
"58","Skeggs ""Benefits Street is poverty porn produced by poverty pimps""#psa14",FALSE,0,NA,2014-04-16 15:10:37,FALSE,NA,"456449589432692736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",0,FALSE,FALSE,NA,NA,2014-04-16 15:10:37
"59","BS: ""I thought I'd watched the worst, but then...Benefits Street"" #psa14",FALSE,0,NA,2014-04-16 15:09:33,FALSE,NA,"456449322964750336",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:09:33
"60","RT @PolStudiesAssoc: Sir Ernest Barker Prize is awarded to Benoit Dillet #psa14",FALSE,0,NA,2014-04-16 15:08:56,FALSE,NA,"456449168236494848",NA,"web","CDevellennes",5,TRUE,FALSE,NA,NA,2014-04-16 15:08:56
"61","Bev Skeggs with long historical view of person value, legitimation of forced labour and representations of the working class on tv #psa14",FALSE,0,NA,2014-04-16 15:08:55,FALSE,NA,"456449161601093632",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","JoanneKnowlesUK",0,FALSE,FALSE,NA,NA,2014-04-16 15:08:55
"62","BS: the chav figure was cited so much in British popular culture that the term entered Oxford Dictionary in 2004 #psa14",FALSE,0,NA,2014-04-16 15:08:07,FALSE,NA,"456448963554848768",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:08:07
"63","BS considering the media's treatment of J. Goody ""amazing that the national media can focus on one uneducated person to this extent"" #psa14",FALSE,0,NA,2014-04-16 15:06:52,FALSE,NA,"456448645932777472",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:06:52
"64","BS: Lizzy Bardsley Wife Swap) - the ultimate candidate for reality tv show makers #psa14",FALSE,0,NA,2014-04-16 15:05:03,FALSE,NA,"456448191370514434",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:05:03
"65","BS: for a reality person to be embraced, they have to show a willingness for transformation #psa14",FALSE,0,NA,2014-04-16 15:03:31,FALSE,NA,"456447805171970048",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:03:31
"66","BS: ""if you're wrinkled it's due to sun beds; if you're fat, it's because you eat the wrong food"" there're no alternative reasons #psa14",FALSE,0,NA,2014-04-16 15:02:05,FALSE,NA,"456447443027394560",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 15:02:05
"67","""Reality TV holds people to account by making people perform their lack of value"" Skeggs critiques.  #psa14",FALSE,0,NA,2014-04-16 15:01:49,FALSE,NA,"456447377692299264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngeliaWilson89",0,FALSE,FALSE,NA,NA,2014-04-16 15:01:49
"68","RT @PolStudiesAssoc: The Crimson Petal and the White is now being analysed by @bevskeggs #psa14",FALSE,0,NA,2014-04-16 15:01:15,FALSE,NA,"456447235299872770",NA,"web","ElisaMih",1,TRUE,FALSE,NA,NA,2014-04-16 15:01:15
"69","BS now considering the repeatable template for reality tv shows #psa14",FALSE,0,NA,2014-04-16 15:01:03,FALSE,NA,"456447185131823104",NA,"web","PolStudiesAssoc",1,FALSE,FALSE,NA,NA,2014-04-16 15:01:03
"70","BS: all of these were depictions of working class with no, or very few, redeemable features #psa14",FALSE,0,NA,2014-04-16 14:59:25,FALSE,NA,"456446770482917376",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:59:25
"71","RT @merylkenny: Panel on abortion politics &amp; then some fizz - that's how members of @PSAWomenPol roll #psa14 @DrLizJEvans @KWintie http://t…",FALSE,0,NA,2014-04-16 14:59:00,FALSE,NA,"456446665679859712",NA,"web","KWintie",1,TRUE,FALSE,NA,NA,2014-04-16 14:59:00
"72","BS: Vicky Pollard - first time the white working class were put with the black working class #psa14",FALSE,0,NA,2014-04-16 14:58:19,FALSE,NA,"456446496494198784",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:58:19
"73","BS: Cathy Come Home - one of the most significant tv depictions of the dignified working class #psa14",FALSE,0,NA,2014-04-16 14:56:47,FALSE,NA,"456446108902764544",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:56:47
"74","BS moving to consider tv representations now: 'Bread', 86-91, depicted idle, feckless and benefit fraudsters #psa14",FALSE,0,NA,2014-04-16 14:56:05,FALSE,NA,"456445931177533441",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:56:05
"75","Thx to @AngeliaWilson89 for a great #psa14 conference - refreshing to have 2 women keynote speakers &amp; women presenting on nearly every panel",FALSE,4,NA,2014-04-16 14:55:59,FALSE,NA,"456445909841113090",NA,"web","merylkenny",1,FALSE,FALSE,NA,NA,2014-04-16 14:55:59
"76","BS: access to the symbolic is controlled - usually recruits from those who are part of a dominant symbolic culture e.g. BBC #psa14",FALSE,0,NA,2014-04-16 14:54:38,FALSE,NA,"456445568139534336",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:54:38
"77","BS: repetition important and lack of alternatives: the assoc. of specific people with specific culture who carry value #psa14",FALSE,0,NA,2014-04-16 14:53:26,FALSE,NA,"456445266946969600",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:53:26
"78","BS: the symbolic legitimates and attributes value and authority to specific forms of culture #psa14",FALSE,0,NA,2014-04-16 14:52:44,FALSE,NA,"456445091625046016",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:52:44
"79","BS adds a lot of her research in this area is provided by the @DailyMailUK #psa14",FALSE,0,NA,2014-04-16 14:51:19,FALSE,NA,"456444733984739328",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:51:19
"80","RT @PolStudiesAssoc: GS:""the older you get, the more annoyed with politics you get"" shows the research. The optimism is with young people #…",FALSE,0,NA,2014-04-16 14:50:38,FALSE,NA,"456444562882719744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","electoralreform",3,TRUE,FALSE,NA,NA,2014-04-16 14:50:38
"81","RT @PolStudiesAssoc: BC: working class women are always blamed for national crises #psa14",FALSE,0,NA,2014-04-16 14:49:46,FALSE,NA,"456444341847093249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OrlyWard",1,TRUE,FALSE,NA,NA,2014-04-16 14:49:46
"82","BS: labour is essential - there is a current global over supply and thus a 'race to the bottom' #psa14",FALSE,0,NA,2014-04-16 14:48:08,FALSE,NA,"456443934575570944",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:48:08
"83","@livuni's @JonTonge launching the @PolStudiesAssoc publication ""Beyond the Youth Citizenship Commission"" #psa14 http://t.co/nTayzY9qIz",FALSE,0,"livuni",2014-04-16 14:46:57,FALSE,NA,"456443632908640257","18903739","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrewMcCaldon",1,FALSE,FALSE,"-2.26206497","53.47674165",2014-04-16 14:46:57
"84","BC: When we are born we enter relations shaped by capitalism #psa14",FALSE,1,NA,2014-04-16 14:46:39,FALSE,NA,"456443561026654209",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:46:39
"85","BC: discussing now fears of micegenation during the '70s #psa14",FALSE,0,NA,2014-04-16 14:45:10,FALSE,NA,"456443187968475138",NA,"web","PolStudiesAssoc",0,FALSE,FALSE,NA,NA,2014-04-16 14:45:10
"86","RT @AndrewMcCaldon: Prof Gerry Stoker: Young people don't just need the vote, but also the ability to effect the political agenda @PSAyoung…",FALSE,0,NA,2014-04-16 14:43:01,FALSE,NA,"456442644164771840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProfStoker",2,TRUE,FALSE,NA,NA,2014-04-16 14:43:01
"87","BC: working class women are always blamed for national crises #psa14",FALSE,0,NA,2014-04-16 14:42:45,FALSE,NA,"456442578204774400",NA,"web","PolStudiesAssoc",1,FALSE,FALSE,NA,NA,2014-04-16 14:42:45
